Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
454129,GEORGETOWN BEHAVIORAL HEALTH INSTITUTE,3101 S AUSTIN AVENUE,GEORGETOWN,TX,78626,WILLIAMSON,(248) 905-5091,Psychiatric,Proprietary,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-97.682259 30.615521)
310076,SAINT BARNABAS MEDICAL CENTER,94 OLD SHORT HILLS ROAD,LIVINGSTON,NJ,07039,ESSEX,(973) 322-5000,Acute Care Hospitals,Voluntary non-profit - Other,true,true,3,,Above the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-74.302334 40.764045)
521333,BLACK RIVER MEMORIAL HOSPITAL,711 W ADAMS ST,BLACK RIVER FALLS,WI,54615,JACKSON,(715) 284-5361,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Not Available,5,Same as the national average,,Above the national average,,Not Available,5,Above the national average,,Same as the national average,,POINT (-90.855734 44.302386)
021305,SEARHC WRANGELL MEDICAL CENTER-CAH,310 BENNETT STREET PO BOX 1081,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,(907) 874-7000,Critical Access Hospitals,Government - Local,false,,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Above the national average,,Not Available,16,POINT (-132.376414 56.471646)
260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,3100 OAK GROVE ROAD,POPLAR BLUFF,MO,63901,BUTLER,(573) 785-7721,Acute Care Hospitals,Proprietary,true,true,1,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-90.443287 36.788987)
374025,"OAKWOOD SPRINGS, LLC",13101 MEMORIAL SPRINGS CT,OKLAHOMA CITY,OK,73114,OKLAHOMA,(405) 438-3000,Psychiatric,Proprietary,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-97.527808 35.602272)
180104,BAPTIST HEALTH PADUCAH,2501 KENTUCKY AVENUE,PADUCAH,KY,42003,MC CRACKEN,(270) 575-2100,Acute Care Hospitals,Voluntary non-profit - Church,true,true,2,,Below the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,POINT (-88.628215 37.073255)
510072,WETZEL COUNTY HOSPITAL,#3 EAST BENJAMIN DRIVE,NEW MARTINSVILLE,WV,26155,WETZEL,(304) 455-8000,Acute Care Hospitals,Government - Local,true,true,4,,Not Available,5,Not Available,5,Same as the national average,,Not Available,16,Same as the national average,,Same as the national average,,Not Available,5,
241333,MAYO CLINIC HEALTH SYSTEM - ST JAMES,1101 MOULTON AND PARSONS DRIVE,ST JAMES,MN,56081,WATONWAN,(507) 375-8601,Critical Access Hospitals,Voluntary non-profit - Other,false,true,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Above the national average,,Same as the national average,,POINT (-94.621515 43.96949)
670046,USMD HOSPITAL  AT FORT WORTH LP,5900 ALTAMESA BLVD,FORT WORTH,TX,76132,TARRANT,(817) 433-9100,Acute Care Hospitals,Proprietary,true,,Not Available,16,Not Available,16,Not Available,5,Not Available,5,Not Available,16,Same as the national average,,Not Available,5,Not Available,16,POINT (-97.41814 32.645592)
451342,MITCHELL COUNTY HOSPITAL DISTRICT,997 WEST I-20,COLORADO CITY,TX,79512,MITCHELL,(325) 728-3431,Critical Access Hospitals,Government - Hospital District or Authority,true,,3,,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Above the national average,,Not Available,5,POINT (-100.855736 32.388145)
360358,DILEY RIDGE MEDICAL CENTER,7911 DILEY ROAD,CANAL WINCHESTER,OH,43110,FRANKLIN,(614) 838-7910,Acute Care Hospitals,Voluntary non-profit - Private,true,true,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,16,Not Available,5,Same as the national average,,Not Available,5,POINT (-82.7811 39.850053)
140162,ST JOSEPH MEDICAL CENTER,2200 E WASHINGTON,BLOOMINGTON,IL,61701,MC LEAN,(309) 662-3311,Acute Care Hospitals,Voluntary non-profit - Church,true,true,4,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-88.955385 40.480118)
240056,RIDGEVIEW MEDICAL CENTER,500 SOUTH MAPLE STREET,WACONIA,MN,55387,CARVER,(952) 442-2191,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-93.790772 44.843306)
180005,HIGHLANDS REGIONAL MEDICAL CENTER,5000 KENTUCKY ROUTE 321,PRESTONSBURG,KY,41653,FLOYD,(606) 886-8511,Acute Care Hospitals,Proprietary,true,true,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-82.77025 37.71054)
140011,SOUTHERN ILLINOIS HOSPITAL SERVICES DBA HERRIN HOSPITAL,201 S 14TH ST,HERRIN,IL,62948,WILLIAMSON,(618) 942-2171,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,POINT (-89.026508 37.801613)
440176,INDIAN PATH COMMUNITY HOSPITAL,2000 BROOKSIDE DR,KINGSPORT,TN,37660,SULLIVAN,(423) 431-1941,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-82.517916 36.550686)
220031,BOSTON MEDICAL CENTER,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,SUFFOLK,(617) 638-8000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,POINT (-71.07448 42.33481)
050775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,(951) 331-2200,Acute Care Hospitals,Proprietary,true,true,5,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-117.105744 33.47929)
140147,RICHLAND MEMORIAL HOSPITAL,800 EAST LOCUST,OLNEY,IL,62450,RICHLAND,(618) 395-2131,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Not Available,5,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-88.077125 38.735021)
360348,DUBLIN METHODIST HOSPITAL,7500 HOSPITAL AVENUE,DUBLIN,OH,43016,FRANKLIN,(614) 544-8000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Below the national average,,POINT (-83.163055 40.100405)
330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,QUEENS,(718) 262-6000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,POINT (-73.816302 40.701412)
361330,HOCKING VALLEY COMMUNITY HOSPITAL,601 STATE ROUTE 664N,LOGAN,OH,43138,HOCKING,(740) 380-8227,Critical Access Hospitals,Voluntary non-profit - Other,true,true,3,,Same as the national average,,Not Available,16,Above the national average,,Not Available,16,Not Available,5,Not Available,5,Same as the national average,,POINT (-82.428518 39.547504)
051323,COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVE,NEEDLES,CA,92363,SAN BERNARDINO,(760) 326-4531,Critical Access Hospitals,Voluntary non-profit - Private,true,true,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Same as the national average,,Not Available,5,POINT (-114.618317 34.832836)
100014,ADVENTHEALTH NEW SMYRNA BEACH,401 PALMETTO ST,NEW SMYRNA BEACH,FL,32170,VOLUSIA,(386) 424-5100,Acute Care Hospitals,Voluntary non-profit - Church,true,true,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-80.922903 29.021174)
150126,FRANCISCAN HEALTH CROWN POINT,1201 S MAIN ST,CROWN POINT,IN,46307,LAKE,(219) 757-6100,Acute Care Hospitals,Voluntary non-profit - Church,true,true,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,POINT (-87.364436 41.396497)
224032,WORCESTER RECOVERY CENTER AND HOSPITAL,309 BELMONT STREET,WORCESTER,MA,01604,WORCESTER,(508) 752-4681,Psychiatric,Government - State,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-71.762596 42.273985)
100154,SOUTH MIAMI HOSPITAL,6200 SW 73RD ST,SOUTH MIAMI,FL,33143,MIAMI-DADE,(786) 662-4000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-80.293367 25.703051)
060034,HCA-HEALTHONE DBA SWEDISH MEDICAL CENTER,501 E HAMPDEN AVE,ENGLEWOOD,CO,80113,ARAPAHOE,(303) 788-5000,Acute Care Hospitals,Proprietary,true,true,4,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-104.98171 39.653136)
061319,ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH ST,LEADVILLE,CO,80461,LAKE,(719) 486-0230,Critical Access Hospitals,Government - Hospital District or Authority,true,true,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,5,POINT (-106.303302 39.244392)
351325,ST LUKE'S HOSPITAL,702 1ST ST SW,CROSBY,ND,58730,DIVIDE,(701) 965-6384,Critical Access Hospitals,Voluntary non-profit - Private,true,,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Above the national average,,Not Available,16,POINT (-103.29823 48.906708)
460006,LDS HOSPITAL,8TH AVENUE AND C STREET,SALT LAKE CITY,UT,84143,SALT LAKE,(801) 408-1100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-111.880576 40.778509)
070039,MASONICARE HEALTH CENTER HOSPITAL,22 MASONIC AVE,WALLINGFORD,CT,06492,NEW HAVEN,(203) 679-5900,Acute Care Hospitals,Voluntary non-profit - Private,false,true,4,,Same as the national average,,Not Available,5,Above the national average,,Not Available,16,Same as the national average,,Not Available,16,Not Available,16,POINT (-72.836586 41.460698)
030010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,PIMA,(520) 872-3000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-111.000032 32.228923)
050091,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,HUNTINGTON PARK,CA,90255,LOS ANGELES,(323) 583-1931,Acute Care Hospitals,Proprietary,true,true,2,,Same as the national average,,Not Available,5,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,POINT (-118.22419 33.989182)
371305,"JANE PHILLIPS NOWATA HOSPITAL, INC",237 SOUTH LOCUST STREET,NOWATA,OK,74048,NOWATA,(918) 273-3102,Critical Access Hospitals,Voluntary non-profit - Private,true,true,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,16,Not Available,16,Not Available,5,Not Available,16,POINT (-95.630503 36.696514)
260050,SSM HEALTH ST. FRANCIS HOSPITAL- MARYVILLE,2016 SOUTH MAIN ST,MARYVILLE,MO,64468,NODAWAY,(660) 562-2600,Acute Care Hospitals,Voluntary non-profit - Church,true,true,4,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-94.874038 40.326053)
320090,PRESBYTERIAN SANTA FE MEDICAL CENTER,4801 BECKNER ROAD,SANTA FE,NM,87507,SANTA FE,(505) 772-6230,Acute Care Hospitals,Voluntary non-profit - Private,false,,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,
171360,LINCOLN COUNTY HOSPITAL,624 N SECOND,LINCOLN,KS,67455,LINCOLN,(785) 524-4403,Critical Access Hospitals,Government - Local,false,true,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Above the national average,,Not Available,16,POINT (-98.14437 39.045175)
520198,AURORA MEDICAL CTR OSHKOSH,855 N WESTHAVEN DRIVE,OSHKOSH,WI,54904,WINNEBAGO,(920) 456-6000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,POINT (-88.593291 44.027541)
410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,RI,02904,PROVIDENCE,(401) 456-3000,Acute Care Hospitals,Proprietary,true,true,2,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Not Available,5,POINT (-71.458498 41.855796)
360075,UH REGIONAL HOSPITALS,27100 CHARDON ROAD,RICHMOND HEIGHTS,OH,44143,CUYAHOGA,(440) 735-3578,Acute Care Hospitals,Proprietary,true,true,4,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-81.490272 41.581043)
